nct_id,brief_title,overall_status,phase,conditions,interventions,location_countries,lead_sponsor,lead_sponsor_norm,region_label,estimated_trial_cost,enrollment_feasibility_score,benefit_score
NCT00002462,RT or No RT Following Chemotherapy in Treating Patients With Stage III/IV Hodgkin's Disease,"Active, not recruiting",Phase 3,['Lymphoma'],"['bleomycin sulfate' 'doxorubicin hydrochloride'
 'mechlorethamine hydrochloride' 'prednisone' 'procarbazine hydrochloride'
 'vinblastine sulfate' 'vincristine sulfate'
 'low-LET cobalt-60 gamma ray therapy' 'low-LET photon therapy'
 'radiation therapy']","['Belgium' 'Egypt' 'France' 'Germany' 'Italy' 'Netherlands' 'Poland'
 'Portugal' 'Slovenia']",European Organisation for Research and Treatment of Cancer - EORTC,European Organisation for Research and Treatment of Cancer - EORTC,Global / Multi-Region,4.0,1.0,0.8
NCT00003042,Chemotherapy and Stem Cell Transplantation in Treating Patients With Stage IIIB Breast Cancer,"Active, not recruiting",Phase 2,['Breast Cancer'],"['filgrastim' 'cisplatin' 'cyclophosphamide' 'doxorubicin hydrochloride'
 'melphalan' 'mesna' 'paclitaxel' 'tamoxifen citrate'
 'bone marrow ablation with stem cell support' 'conventional surgery'
 'peripheral blood stem cell transplantation']",['United States'],City of Hope Medical Center,City of Hope Medical Center,Global / Multi-Region,2.0,1.0,0.6
NCT00003641,High-Dose Interferon Alfa in Treating Patients With Stage II or Stage III Melanoma,"Active, not recruiting",Phase 3,['Melanoma (Skin)'],['interferon alfa-2b' 'observation'],['Australia' 'Canada' 'South Africa' 'United States'],ECOG-ACRIN Cancer Research Group,ECOG-ACRIN Cancer Research Group,Global / Multi-Region,4.0,1.0,0.8
NCT00005584,Combination Chemotherapy With or Without Radiation Therapy in Treating Patients With Hodgkin's Lymphoma,"Active, not recruiting",Phase 3,['Lymphoma'],"['bleomycin sulfate' 'ABVD regimen' 'BEACOPP regimen'
 'epirubicin hydrochloride' 'prednisone' 'vinblastine sulfate'
 'radiation therapy']","['Belgium' 'France' 'Italy' 'Netherlands' 'Poland' 'Portugal' 'Slovakia'
 'Slovenia' 'Spain' 'Switzerland']",European Organisation for Research and Treatment of Cancer - EORTC,European Organisation for Research and Treatment of Cancer - EORTC,Global / Multi-Region,4.0,1.0,0.8
NCT00006721,S0016 Combination Chemotherapy With Monoclonal Antibody Therapy in Newly Diagnosed Non-Hodgkin's Lymphoma,"Active, not recruiting",Phase 3,['Lymphoma'],"['rituximab' 'cyclophosphamide' 'doxorubicin' 'prednisone' 'vincristine'
 'tositumomab']",['United States'],SWOG Cancer Research Network,SWOG Cancer Research Network,Global / Multi-Region,4.0,1.0,0.8
NCT00007150,Treatment of Hemochromatosis,"Active, not recruiting",Phase 2,['Hemochromatosis'],['Phlebotomy'],['United States'],National Institutes of Health Clinical Center (CC),National Institutes of Health Clinical Center (CC),Global / Multi-Region,2.0,1.0,0.6
NCT00018057,Study of Neuro-Cognitive Correlates of Pediatric Anxiety Disorders,Recruiting,Phase 2,['Anxiety Disorders' 'Major Depressive Disorder'],['Attention Bias Modification Training' 'Fluoxetine'],['United States'],National Institute of Mental Health (NIMH),National Institute of Mental Health (NIMH),Global / Multi-Region,2.0,1.0,0.6
NCT00026312,"Isotretinoin With or Without Dinutuximab, Aldesleukin, and Sargramostim Following Stem Cell Transplant in Treating Patients With Neuroblastoma","Active, not recruiting",Phase 3,"['Localized Resectable Neuroblastoma'
 'Localized Unresectable Neuroblastoma' 'Recurrent Neuroblastoma'
 'Regional Neuroblastoma' 'Stage 4 Neuroblastoma' 'Stage 4S Neuroblastoma']","['Aldesleukin' 'Dinutuximab' 'Isotretinoin'
 'Laboratory Biomarker Analysis' 'Pharmacological Study'
 'Quality-of-Life Assessment' 'Sargramostim']",['Australia' 'Canada' 'New Zealand' 'Puerto Rico' 'United States'],National Cancer Institute (NCI),National Cancer Institute (NCI),Global / Multi-Region,4.0,1.0,0.8
NCT00044304,Tyrosine Kinase Inhibition to Treat Myeloid Hypereosinophilic Syndrome,Recruiting,Phase 2,['Eosinophilic Myeloid Neoplasm' 'Hypereosinophilic Syndrome'],['Imatinib' 'Ruxolitinib'],['United States'],National Institute of Allergy and Infectious Diseases (NIAID),National Institute of Allergy and Infectious Diseases (NIAID),Global / Multi-Region,2.0,1.0,0.6
NCT00070499,Imatinib Mesylate or Dasatinib in Treating Patients With Previously Untreated Chronic Phase Chronic Myelogenous Leukemia,"Active, not recruiting",Phase 2,"['Chronic Myeloid Leukemia, BCR-ABL1 Positive']",['Dasatinib' 'Imatinib Mesylate' 'Laboratory Biomarker Analysis'],['Canada' 'United States'],National Cancer Institute (NCI),National Cancer Institute (NCI),Global / Multi-Region,2.0,1.0,0.6
NCT00070564,"S0221 Adjuvant Doxorubicin, Cyclophosphamide, and Paclitaxel in Treating Patients With Breast Cancer","Active, not recruiting",Phase 3,['Breast Cancer'],"['pegfilgrastim' 'AC regimen' 'cyclophosphamide'
 'doxorubicin hydrochloride' 'paclitaxel']",['Canada' 'Puerto Rico' 'United States'],SWOG Cancer Research Network,SWOG Cancer Research Network,Global / Multi-Region,4.0,1.0,0.8
NCT00076310,OSI-774/Cisplatin/Taxotere in Head & Neck Squamous Cell Cancer,"Active, not recruiting",Phase 2,['Head and Neck Cancer'],['Docetaxel' 'OSI-774' 'Cisplatin'],['United States'],M.D. Anderson Cancer Center,M.D. Anderson Cancer Center,Global / Multi-Region,2.0,1.0,0.6
NCT00077285,Irinotecan and Carboplatin as Upfront Window Therapy in Treating Patients With Newly Diagnosed Intermediate-Risk or High-Risk Rhabdomyosarcoma,"Active, not recruiting",Phase 2,['Sarcoma'],"['filgrastim' 'carboplatin' 'cyclophosphamide' 'dexrazoxane hydrochloride'
 'doxorubicin hydrochloride' 'etoposide' 'ifosfamide'
 'irinotecan hydrochloride' 'vincristine sulfate' 'conventional surgery'
 'radiation therapy']",['United States'],Memorial Sloan Kettering Cancer Center,Memorial Sloan Kettering Cancer Center,Global / Multi-Region,2.0,1.0,0.6
NCT00080756,Deslorelin Combined With Low-Dose Add-Back Estradiol and Testosterone in Preventing Breast Cancer in Premenopausal Women Who Are at High Risk for This Disease,"Active, not recruiting",Phase 2,['brca1 Mutation Carrier' 'brca2 Mutation Carrier' 'Breast Cancer'],"['therapeutic estradiol' 'deslorelin' 'therapeutic testosterone'
 'therapeutic conventional surgery' 'active surveillance'
 'quality-of-life assessment' 'laboratory biomarker analysis']",['United States'],City of Hope Medical Center,City of Hope Medical Center,Global / Multi-Region,2.0,1.0,0.6
NCT00082706,"Fluorouracil, Leucovorin, Gemcitabine, and Cisplatin in Treating Patients With Metastatic or Unresectable Adenocarcinoma of the Urothelium or Urachal Remnant","Active, not recruiting",Phase 2,['Bladder Cancer' 'Urethral Cancer' 'Urachal Cancer'],['5-Fluorouracil (5-FU)' 'Leucovorin' 'Cisplatin' 'Gemcitabine'],['United States'],M.D. Anderson Cancer Center,M.D. Anderson Cancer Center,Global / Multi-Region,2.0,1.0,0.6
NCT00085982,Effect of Metreleptin Therapy in the Treatment of Severe Insulin Resistance,"Active, not recruiting",Phase 2,['Severe Insulin Resistance'],['Metreleptin'],['United States'],National Institute of Diabetes and Digestive and Kidney Diseases (NIDDK),National Institute of Diabetes and Digestive and Kidney Diseases (NIDDK),Global / Multi-Region,2.0,1.0,0.6
NCT00092222,Virotherapy and Natural History Study of KHSV-Associated Multricentric Castleman s Disease With Correlates of Disease Activity,"Active, not recruiting",Phase 2,['Lymphoproliferative Disorder' 'HHV-8' 'Malignancy' 'HIV'],"['Etoposide' 'Interferon-alpha' 'Rituximab' 'Zidovudine'
 'Liposomal Doxorubicin' 'Bortezomib' 'Valganciclovir' 'Doxorubicin'
 'Vincristine' 'Cyclophosphamide' 'Filgrastim (G-CSF)' 'Prednisone'
 'Sirolimus' 'Observation Only']",['United States'],National Cancer Institute (NCI),National Cancer Institute (NCI),Global / Multi-Region,2.0,1.0,0.6
NCT00095784,Decitabine in Treating Patients With Myelofibrosis,"Active, not recruiting",Phase 2,['Primary Myelofibrosis' 'Secondary Myelofibrosis'],['Decitabine' 'Laboratory Biomarker Analysis'],['United States'],National Cancer Institute (NCI),National Cancer Institute (NCI),Global / Multi-Region,2.0,1.0,0.6
NCT00098475,Lenalidomide and Dexamethasone With or Without Thalidomide in Treating Patients With Multiple Myeloma,"Active, not recruiting",Phase 3,"['DS Stage I Multiple Myeloma' 'DS Stage II Multiple Myeloma'
 'DS Stage III Multiple Myeloma']","['Dexamethasone' 'Laboratory Biomarker Analysis' 'Lenalidomide'
 'Thalidomide']",['United States'],National Cancer Institute (NCI),National Cancer Institute (NCI),Global / Multi-Region,4.0,1.0,0.8
NCT00099437,Comparison of Fulvestrant (FASLODEX™) 250 mg and 500 mg in Postmenopausal Women With Oestrogen Receptor Positive Advanced Breast Cancer Progressing or Relapsing After Previous Endocrine Therapy.,"Active, not recruiting",Phase 3,['Breast Cancer'],['Fulvestrant'],"['Belgium' 'Brazil' 'Chile' 'Colombia' 'Czechia' 'Hungary' 'India' 'Italy'
 'Malta' 'Mexico' 'Poland' 'Russia' 'Slovakia' 'Spain' 'Ukraine'
 'United States' 'Venezuela']",AstraZeneca,AstraZeneca,Global / Multi-Region,4.0,1.0,0.8
NCT00102011,Colonoscopy or Fecal Occult Blood Test in Screening Healthy Participants for Colorectal Cancer,"Active, not recruiting",Phase 3,['Colorectal Cancer'],"['annual screening' 'fecal occult blood test' 'screening colonoscopy'
 'standard follow-up care']",['United States'],Memorial Sloan Kettering Cancer Center,Memorial Sloan Kettering Cancer Center,Global / Multi-Region,4.0,1.0,0.8
NCT00107198,"Treating Young Patients With Newly Diagnosed, Low Stage, Lymphocyte Predominant Hodgkin Disease","Active, not recruiting",Phase 2,"['Ann Arbor Stage I Childhood Hodgkin Lymphoma'
 'Ann Arbor Stage II Childhood Hodgkin Lymphoma'
 'Childhood Nodular Lymphocyte Predominant B-Cell Lymphoma']","['Conventional Surgery' 'Cyclophosphamide' 'Doxorubicin Hydrochloride'
 'Prednisone' 'Radiation Therapy' 'Vincristine Sulfate']",['Australia' 'Canada' 'Israel' 'New Zealand' 'Puerto Rico' 'United States'],Children's Oncology Group,Children's Oncology Group,Global / Multi-Region,2.0,1.0,0.6
NCT00107289,"Iodine I 131 Metaiodobenzylguanidine in Treating Patients With Recurrent, Progressive, or Refractory Neuroblastoma or Malignant Pheochromocytoma or Paraganglioma",Recruiting,Phase 2,['Neuroblastoma' 'Pheochromocytoma'],['iobenguane I 131'],['United States'],Memorial Sloan Kettering Cancer Center,Memorial Sloan Kettering Cancer Center,Global / Multi-Region,2.0,1.0,0.6
NCT00110110,Combination Chemotherapy and Cyclosporine Followed by Focal Therapy for Bilateral Retinoblastoma,"Active, not recruiting",Phase 2,['Retinoblastoma'],"['filgrastim' 'Carboplatin' 'Cyclosporine' 'Etoposide'
 'vincristine sulfate' 'cryosurgery' 'laser therapy']",['Canada' 'Chile' 'India' 'Singapore'],The Hospital for Sick Children,The Hospital for Sick Children,Global / Multi-Region,2.0,1.0,0.6
NCT00114101,Lenalidomide in Treating Patients With Multiple Myeloma Undergoing Autologous Stem Cell Transplant,"Active, not recruiting",Phase 3,"['DS Stage I Multiple Myeloma' 'DS Stage II Multiple Myeloma'
 'DS Stage III Multiple Myeloma' 'Refractory Multiple Myeloma'
 'Smoldering Multiple Myeloma']","['Autologous Hematopoietic Stem Cell Transplantation'
 'Laboratory Biomarker Analysis' 'Lenalidomide' 'Melphalan'
 'Peripheral Blood Stem Cell Transplantation' 'Placebo Administration']",['United States'],National Cancer Institute (NCI),National Cancer Institute (NCI),Global / Multi-Region,4.0,1.0,0.8
NCT00131235,Gestational Sulfadoxine-pyrimethamine and Azithromycin Treatment to Prevent Preterm Birth,"Active, not recruiting",Phase 3,['Malaria' 'Sexually Transmitted Diseases' 'Preterm Birth' 'Pregnancy'],"['Sulfadoxine-pyrimethamine treatment twice during pregnancy'
 'Sulfadoxine-pyrimethamine at 4-week intervals'
 'Sulfadoxine-pyrimethamine every 4 weeks + azithromycin twice']",['Malawi'],Tampere University,Tampere University,Global / Multi-Region,4.0,1.0,0.8
NCT00165256,Wide Excision Alone As Treatment for Ductal Carcinoma in Situ of the Breast,"Active, not recruiting",Phase 2,['Ductal Carcinoma in Situ of the Breast'],['Observation'],['United States'],Dana-Farber Cancer Institute,Dana-Farber Cancer Institute,Global / Multi-Region,2.0,1.0,0.6
NCT00179465,Treating Schizophrenia by Correcting Abnormal Brain Development,"Active, not recruiting",Phase 3,['Schizophrenia'],['Tiagabine' 'Placebo'],['United States'],Beth Israel Deaconess Medical Center,Beth Israel Deaconess Medical Center,Global / Multi-Region,4.0,1.0,0.8
NCT00186992,Radiation Therapy to Treat Musculoskeletal Tumors,"Active, not recruiting",Phase 2,"[""Sarcoma, Ewing's"" 'Rhabdomyosarcoma' 'Soft Tissue Sarcoma'
 'Musculoskeletal Tumors']",['image-guided radiotherapy'],['United States'],St. Jude Children's Research Hospital,St. Jude Children's Research Hospital,Global / Multi-Region,2.0,1.0,0.6
NCT00188539,"Cervix:Hypoxia, Interstitial Fluid Pressure and GSH Levels","Active, not recruiting",Phase 2,['Cervix Neoplasms'],['Pre-treatment tumour oxygen measurements (under anesthesia)'],['Canada'],"University Health Network, Toronto","University Health Network, Toronto",Global / Multi-Region,2.0,1.0,0.6
NCT00212121,Radiation Dose Intensity Study in Breast Cancer in Young Women,"Active, not recruiting",Phase 3,['Breast Cancer'],['high dose boost' 'boost'],['France' 'Netherlands'],The Netherlands Cancer Institute,The Netherlands Cancer Institute,Global / Multi-Region,4.0,1.0,0.8
NCT00217737,"Oxaliplatin, Leucovorin, and Fluorouracil With or Without Bevacizumab in Treating Patients Who Have Undergone Surgery for Stage II Colon Cancer","Active, not recruiting",Phase 3,"['Colon Adenocarcinoma' 'Stage IIA Colon Cancer AJCC v7'
 'Stage IIB Colon Cancer AJCC v7' 'Stage IIC Colon Cancer AJCC v7']",['Bevacizumab' 'Fluorouracil' 'Leucovorin' 'Oxaliplatin'],['Canada' 'Peru' 'Puerto Rico' 'South Africa' 'United States'],National Cancer Institute (NCI),National Cancer Institute (NCI),Global / Multi-Region,4.0,1.0,0.8
NCT00223145,Study on the Role of Hormonal Treatment for Two Dosage Levels of Prostate Radiation Therapy Versus Prostate Radiation Therapy Alone,"Active, not recruiting",Phase 3,['Prostate Cancer'],['Radiotherapy 70 Gy' 'Radiotherapy 76 Gy' 'Androgen blockade'],['Canada'],Abdenour Nabid,Abdenour Nabid,Global / Multi-Region,4.0,1.0,0.8
NCT00223171,Duration of Androgen Blockade Combined With Pelvic Irradiation in Prostate Cancers,"Active, not recruiting",Phase 3,['Prostate Cancer'],['Androgen blockade + radiation therapy'],['Canada'],Université de Sherbrooke,Université de Sherbrooke,Global / Multi-Region,4.0,1.0,0.8
NCT00248287,PhII ICb With/Without Erbitux in MBC Pts,"Active, not recruiting",Phase 2,['Metastatic Breast Cancer'],['Irinotecan + Carboplatin' 'irinotecan + Carboplatin + erbitux'],['United States'],US Oncology Research,US Oncology Research,Global / Multi-Region,2.0,1.0,0.6
NCT00265798,Sorafenib in Treating Patients With Malignant Gastrointestinal Stromal Tumor That Progressed During or After Previous Treatment With Imatinib Mesylate and Sunitinib Malate,"Active, not recruiting",Phase 2,['Gastrointestinal Stromal Tumor'],['Sorafenib Tosylate'],['United States'],National Cancer Institute (NCI),National Cancer Institute (NCI),Global / Multi-Region,2.0,1.0,0.6
NCT00268476,Systemic Therapy in Advancing or Metastatic Prostate Cancer: Evaluation of Drug Efficacy,"Active, not recruiting",Phase 2/Phase 3,['Prostate Cancer'],"['Celecoxib' 'Docetaxel' 'Prednisolone' 'ADT' 'Zoledronic Acid'
 'Abiraterone' 'Radiotherapy to the prostate' 'Enzalutamide' 'Metformin'
 'Transdermal Oestradiol']",['Switzerland' 'United Kingdom'],Medical Research Council,Medical Research Council,Global / Multi-Region,3.0,1.0,0.7
NCT00294827,Liver Transplantation and Metastatic Colo-rectal Cancer.,"Active, not recruiting",Phase 2,['Colo-rectal Cancer'],['Liver transplantation and colo-rectal cancer'],['Norway'],Oslo University Hospital,Oslo University Hospital,Global / Multi-Region,2.0,1.0,0.6
NCT00295893,Combination Chemotherapy With or Without Trastuzumab in Treating Patients With Stage II or Stage III Breast Cancer,"Active, not recruiting",Phase 2,['Breast Cancer'],"['cyclophosphamide' 'docetaxel' 'doxorubicin hydrochloride' 'Trastuzumab'
 'Carboplatin' 'Paclitaxel']",['United States'],City of Hope Medical Center,City of Hope Medical Center,Global / Multi-Region,2.0,1.0,0.6
NCT00309985,Androgen Ablation Therapy With or Without Chemotherapy in Treating Patients With Metastatic Prostate Cancer,"Active, not recruiting",Phase 3,['Metastatic Hormone-sensitive Prostate Cancer'],['androgen-deprivation therapy' 'docetaxel'],['United States'],ECOG-ACRIN Cancer Research Group,ECOG-ACRIN Cancer Research Group,Global / Multi-Region,4.0,1.0,0.8
NCT00310180,Hormone Therapy With or Without Combination Chemotherapy in Treating Women Who Have Undergone Surgery for Node-Negative Breast Cancer (The TAILORx Trial),"Active, not recruiting",Phase 3,"['Breast Adenocarcinoma' 'Hormone Receptor Positive'
 'Stage IA Breast Cancer AJCC v7' 'Stage IB Breast Cancer AJCC v7'
 'Stage IIA Breast Cancer AJCC v6 and v7'
 'Stage IIB Breast Cancer AJCC v6 and v7'
 'Stage IIIB Breast Cancer AJCC v7']","['Anastrozole' 'Exemestane' 'Laboratory Biomarker Analysis' 'Letrozole'
 'Quality-of-Life Assessment' 'Radiation Therapy' 'Tamoxifen Citrate']","['Australia' 'Canada' 'Ireland' 'New Zealand' 'Peru' 'Puerto Rico'
 'United Kingdom' 'United States']",National Cancer Institute (NCI),National Cancer Institute (NCI),Global / Multi-Region,4.0,1.0,0.8
NCT00319228,"Safety, Pharmacokinetics and Efficacy of an ATIII Concentrate","Active, not recruiting",Phase 2/Phase 3,['Antithrombin III Deficiency'],['Plasma-derived AT-III concentrate'],[],"Grifols Biologicals, LLC","Grifols Biologicals, LLC",Global / Multi-Region,3.0,1.0,0.7
NCT00329043,Sunitinib Malate With Hormonal Ablation for Patients Who Will Have Prostatectomy,"Active, not recruiting",Phase 2,['Prostate Cancer'],['LHRH Agonist' 'Sunitinib Malate' 'Radical Prostatectomy'],['United States'],M.D. Anderson Cancer Center,M.D. Anderson Cancer Center,Global / Multi-Region,2.0,1.0,0.6
NCT00334815,"Combination Chemotherapy, Radiation Therapy, and Bevacizumab in Treating Patients With Newly Diagnosed Stage III Non-small Cell Lung Cancer That Cannot Be Removed by Surgery","Active, not recruiting",Phase 2,"['Lung Adenocarcinoma' 'Lung Adenosquamous Carcinoma'
 'Lung Large Cell Carcinoma' 'Lung Squamous Cell Carcinoma'
 'Minimally Invasive Lung Adenocarcinoma'
 'Stage IIIA Lung Non-Small Cell Cancer AJCC v7'
 'Stage IIIB Lung Non-Small Cell Cancer AJCC v7']","['Bevacizumab' 'Cisplatin' 'Docetaxel' 'Etoposide' 'Filgrastim'
 'Pegfilgrastim' 'Radiation Therapy']",['United States'],National Cancer Institute (NCI),National Cancer Institute (NCI),Global / Multi-Region,2.0,1.0,0.6
NCT00335816,Radiation Therapy and Fluorouracil With or Without Combination Chemotherapy Followed by Surgery in Treating Patients With Stage II or Stage III Rectal Cancer,"Active, not recruiting",Phase 2,['Colorectal Cancer'],"['fluorouracil' 'leucovorin calcium' 'oxaliplatin' 'conventional surgery'
 'radiation therapy' 'laboratory biomarker analysis' 'DNA analysis'
 'polymerase chain reaction' 'immunohistochemistry staining method']",['Canada' 'United States'],Memorial Sloan Kettering Cancer Center,Memorial Sloan Kettering Cancer Center,Global / Multi-Region,2.0,1.0,0.6
NCT00338377,Lymphodepletion Plus Adoptive Cell Transfer With or Without Dendritic Cell Immunization in Patients With Metastatic Melanoma,"Active, not recruiting",Phase 2,['Melanoma'],"['Dendritic Cell Immunization' 'Cyclophosphamide' 'Fludarabine' 'T-Cells'
 'Interleukin-2' 'Mesna' 'Intrathecal T-Cells' 'Intrathecal Interleukin-2']",['United States'],M.D. Anderson Cancer Center,M.D. Anderson Cancer Center,Global / Multi-Region,2.0,1.0,0.6
NCT00346814,Antiangiogenic Therapy With Bevacizumab in Retinopathy of Prematurity. Structural Outcome,Recruiting,Phase 2/Phase 3,['Retinopathy of Prematurity'],['intravitreal injection'],['Mexico'],Asociación para Evitar la Ceguera en México,Asociación para Evitar la Ceguera en México,Global / Multi-Region,3.0,1.0,0.7
NCT00352534,"Vincristine, Dactinomycin, and Doxorubicin With or Without Radiation Therapy or Observation Only in Treating Younger Patients Who Are Undergoing Surgery for Newly Diagnosed Stage I, Stage II, or Stage III Wilms' Tumor","Active, not recruiting",Phase 3,"['Stage I Kidney Wilms Tumor' 'Stage II Kidney Wilms Tumor'
 'Stage III Kidney Wilms Tumor']","['3-Dimensional Conformal Radiation Therapy' 'Biospecimen Collection'
 'Chest Radiography' 'Computed Tomography' 'Dactinomycin'
 'Doxorubicin Hydrochloride' 'Echocardiography Test'
 'Magnetic Resonance Imaging' 'Therapeutic Conventional Surgery'
 'Ultrasound Imaging' 'Vincristine Sulfate']","['Australia' 'Canada' 'Israel' 'New Zealand' 'Puerto Rico' 'Switzerland'
 'United States']",Children's Oncology Group,Children's Oncology Group,Global / Multi-Region,4.0,1.0,0.8
NCT00379041,Radiation Therapy With or Without Combination Chemotherapy in Treating Patients With Previously Untreated Stage I or Stage II Hodgkin's Lymphoma,"Active, not recruiting",Phase 3,['Lymphoma'],"['bleomycin sulfate' 'doxorubicin hydrochloride'
 'mechlorethamine hydrochloride' 'prednisone' 'procarbazine hydrochloride'
 'vinblastine sulfate' 'vincristine sulfate' 'radiation therapy']",[],European Organisation for Research and Treatment of Cancer - EORTC,European Organisation for Research and Treatment of Cancer - EORTC,Global / Multi-Region,4.0,1.0,0.8
NCT00379340,Combination Chemotherapy With or Without Radiation Therapy in Treating Young Patients With Newly Diagnosed Stage III or Stage IV Wilms' Tumor,"Active, not recruiting",Phase 3,['Stage III Kidney Wilms Tumor' 'Stage IV Kidney Wilms Tumor'],"['3-Dimensional Conformal Radiation Therapy' 'Conventional Surgery'
 'Cyclophosphamide' 'Dactinomycin' 'Doxorubicin Hydrochloride' 'Etoposide'
 'Vincristine Sulfate Liposome']","['Australia' 'Canada' 'Israel' 'New Zealand' 'Puerto Rico' 'Switzerland'
 'United States']",Children's Oncology Group,Children's Oncology Group,Global / Multi-Region,4.0,1.0,0.8
NCT00382070,Letrozole in Treating Postmenopausal Women Who Have Received Hormone Therapy for Hormone Receptor-Positive Breast Cancer,"Active, not recruiting",Phase 3,['Breast Cancer'],['Letrozole' 'Placebo'],['Canada' 'Ireland' 'United States'],NSABP Foundation Inc,NSABP Foundation Inc,Global / Multi-Region,4.0,1.0,0.8
NCT00392327,"Chemotherapy and Radiation Therapy in Treating Young Patients With Newly Diagnosed, Previously Untreated, High-Risk Medulloblastoma/PNET","Active, not recruiting",Phase 3,['Anaplastic Medulloblastoma' 'Medulloblastoma'],"['Biospecimen Collection' 'Carboplatin' 'Cisplatin' 'Cyclophosphamide'
 'Filgrastim' 'Isotretinoin' 'Lumbar Puncture'
 'Magnetic Resonance Imaging' 'Quality-of-Life Assessment'
 'Radiation Therapy' 'Vincristine Sulfate']",['Australia' 'Canada' 'Netherlands' 'Puerto Rico' 'United States'],Children's Oncology Group,Children's Oncology Group,Global / Multi-Region,4.0,1.0,0.8
NCT00407186,Randomized Phase III Trial of Adjuvant Chemotherapy or Chemoradiotherapy in Resectable Gastric Cancer (CRITICS),"Active, not recruiting",Phase 3,['Gastric Cancer'],"['cisplatin+capecitabine' 'radiotherapy'
 'epirubicin+cisplatin+capecitabine']",['Netherlands'],Dutch Colorectal Cancer Group,Dutch Colorectal Cancer Group,Global / Multi-Region,4.0,1.0,0.8
NCT00408447,Stem Cell Transplant in Sickle Cell Disease and Thalassemia,"Active, not recruiting",Phase 2,['Sickle Cell Disease' 'Beta Thalassemia'],['Busulfan' 'Fludarabine' 'Alemtuzumab' 'Allogeneic stem cell transplant'],['United States'],Columbia University,Columbia University,Global / Multi-Region,2.0,1.0,0.6
NCT00409435,A Study of Pyridostigmine in Postural Tachycardia Syndrome,Recruiting,Phase 2,['Postural Tachycardia Syndrome'],['pyridostigmine' 'Placebo'],['United States'],Mayo Clinic,Mayo Clinic,Global / Multi-Region,2.0,1.0,0.6
NCT00412594,Cladribine and Rituximab in Treating Patients With Hairy Cell Leukemia,Recruiting,Phase 2,['Hairy Cell Leukemia' 'Recurrent Hairy Cell Leukemia'],['Cladribine' 'Laboratory Biomarker Analysis' 'Rituximab'],['United States'],M.D. Anderson Cancer Center,M.D. Anderson Cancer Center,Global / Multi-Region,2.0,1.0,0.6
NCT00415233,High Dose vs Low Dose I 131 +/- rhTSH for Differentiated Thyroid Cancer,"Active, not recruiting",Phase 3,['Head and Neck Cancer'],"['recombinant thyroid-stimulating hormone'
 'Radiodine ablation without rhTSH']",['United Kingdom'],"University College, London","University College, London",Global / Multi-Region,4.0,1.0,0.8
NCT00430183,Surgery With or Without Docetaxel and Leuprolide or Goserelin in Treating Patients With High-Risk Localized Prostate Cancer,"Active, not recruiting",Phase 3,['Prostate Cancer'],['docetaxel' 'LHRH agonist' 'surgery'],['Canada' 'United States'],Alliance for Clinical Trials in Oncology,Alliance for Clinical Trials in Oncology,Global / Multi-Region,4.0,1.0,0.8
NCT00433420,Combination Chemotherapy With or Without Fluorouracil and/or Pegfilgrastim in Treating Women With Node-Positive Breast Cancer,"Active, not recruiting",Phase 3,['Breast Cancer'],"['pegfilgrastim' 'cyclophosphamide' 'epirubicin hydrochloride'
 'fluorouracil' 'paclitaxel' 'adjuvant therapy']",[],"IRCCS Azienda Ospedaliera Universitaria San Martino - IST Istituto Nazionale per la Ricerca sul Cancro, Genoa, Italy","IRCCS Azienda Ospedaliera Universitaria San Martino - IST Istituto Nazionale per la Ricerca sul Cancro, Genoa, Italy",Global / Multi-Region,4.0,1.0,0.8
NCT00433511,"Doxorubicin Hydrochloride, Cyclophosphamide, and Paclitaxel With or Without Bevacizumab in Treating Patients With Lymph Node-Positive or High-Risk, Lymph Node-Negative Breast Cancer","Active, not recruiting",Phase 3,['Breast Adenocarcinoma'],"['Bevacizumab' 'Cyclophosphamide' 'Doxorubicin Hydrochloride'
 'Laboratory Biomarker Analysis' 'Paclitaxel' 'Placebo Administration'
 'Quality-of-Life Assessment']",['Peru' 'South Africa' 'United States'],National Cancer Institute (NCI),National Cancer Institute (NCI),Global / Multi-Region,4.0,1.0,0.8
NCT00470223,Combined Chemotherapy With or Without Zoledronic Acid for Patients With Osteosarcoma,"Active, not recruiting",Phase 3,['Sarcoma'],"['cisplatin' 'doxorubicin hydrochloride' 'etoposide' 'ifosfamide'
 'methotrexate' 'zoledronic acid' 'conventional surgery']",['France'],UNICANCER,UNICANCER,Global / Multi-Region,4.0,1.0,0.8
NCT00488072,Effects of Mirtazapine on Appetite in Advanced Cancer Patients,"Active, not recruiting",Phase 2,['Advanced Cancer' 'Anorexia' 'Weight Loss' 'Insomnia'],['Mirtazapine' 'Placebo'],['United States'],M.D. Anderson Cancer Center,M.D. Anderson Cancer Center,Global / Multi-Region,2.0,1.0,0.6
NCT00489307,Dexamethasone for Symptom Burden in Advanced Cancer Patients,"Active, not recruiting",Phase 2,['Solid Tumors'],['Dexamethasone' 'Placebo'],['United States'],M.D. Anderson Cancer Center,M.D. Anderson Cancer Center,Global / Multi-Region,2.0,1.0,0.6
