nct_id,brief_title,overall_status,phase,conditions,interventions,location_countries,lead_sponsor,lead_sponsor_norm,region_label,estimated_trial_cost,enrollment_feasibility_score,benefit_score
NCT00003042,Chemotherapy and Stem Cell Transplantation in Treating Patients With Stage IIIB Breast Cancer,"Active, not recruiting",Phase 2,['Breast Cancer'],"['filgrastim' 'cisplatin' 'cyclophosphamide' 'doxorubicin hydrochloride'
 'melphalan' 'mesna' 'paclitaxel' 'tamoxifen citrate'
 'bone marrow ablation with stem cell support' 'conventional surgery'
 'peripheral blood stem cell transplantation']",['United States'],City of Hope Medical Center,City of Hope Medical Center,Global / Multi-Region,2.0,1.0,0.6
NCT00007150,Treatment of Hemochromatosis,"Active, not recruiting",Phase 2,['Hemochromatosis'],['Phlebotomy'],['United States'],National Institutes of Health Clinical Center (CC),National Institutes of Health Clinical Center (CC),Global / Multi-Region,2.0,1.0,0.6
NCT00018057,Study of Neuro-Cognitive Correlates of Pediatric Anxiety Disorders,Recruiting,Phase 2,['Anxiety Disorders' 'Major Depressive Disorder'],['Attention Bias Modification Training' 'Fluoxetine'],['United States'],National Institute of Mental Health (NIMH),National Institute of Mental Health (NIMH),Global / Multi-Region,2.0,1.0,0.6
NCT00044304,Tyrosine Kinase Inhibition to Treat Myeloid Hypereosinophilic Syndrome,Recruiting,Phase 2,['Eosinophilic Myeloid Neoplasm' 'Hypereosinophilic Syndrome'],['Imatinib' 'Ruxolitinib'],['United States'],National Institute of Allergy and Infectious Diseases (NIAID),National Institute of Allergy and Infectious Diseases (NIAID),Global / Multi-Region,2.0,1.0,0.6
NCT00070499,Imatinib Mesylate or Dasatinib in Treating Patients With Previously Untreated Chronic Phase Chronic Myelogenous Leukemia,"Active, not recruiting",Phase 2,"['Chronic Myeloid Leukemia, BCR-ABL1 Positive']",['Dasatinib' 'Imatinib Mesylate' 'Laboratory Biomarker Analysis'],['Canada' 'United States'],National Cancer Institute (NCI),National Cancer Institute (NCI),Global / Multi-Region,2.0,1.0,0.6
NCT00076310,OSI-774/Cisplatin/Taxotere in Head & Neck Squamous Cell Cancer,"Active, not recruiting",Phase 2,['Head and Neck Cancer'],['Docetaxel' 'OSI-774' 'Cisplatin'],['United States'],M.D. Anderson Cancer Center,M.D. Anderson Cancer Center,Global / Multi-Region,2.0,1.0,0.6
NCT00077285,Irinotecan and Carboplatin as Upfront Window Therapy in Treating Patients With Newly Diagnosed Intermediate-Risk or High-Risk Rhabdomyosarcoma,"Active, not recruiting",Phase 2,['Sarcoma'],"['filgrastim' 'carboplatin' 'cyclophosphamide' 'dexrazoxane hydrochloride'
 'doxorubicin hydrochloride' 'etoposide' 'ifosfamide'
 'irinotecan hydrochloride' 'vincristine sulfate' 'conventional surgery'
 'radiation therapy']",['United States'],Memorial Sloan Kettering Cancer Center,Memorial Sloan Kettering Cancer Center,Global / Multi-Region,2.0,1.0,0.6
NCT00080756,Deslorelin Combined With Low-Dose Add-Back Estradiol and Testosterone in Preventing Breast Cancer in Premenopausal Women Who Are at High Risk for This Disease,"Active, not recruiting",Phase 2,['brca1 Mutation Carrier' 'brca2 Mutation Carrier' 'Breast Cancer'],"['therapeutic estradiol' 'deslorelin' 'therapeutic testosterone'
 'therapeutic conventional surgery' 'active surveillance'
 'quality-of-life assessment' 'laboratory biomarker analysis']",['United States'],City of Hope Medical Center,City of Hope Medical Center,Global / Multi-Region,2.0,1.0,0.6
NCT00082706,"Fluorouracil, Leucovorin, Gemcitabine, and Cisplatin in Treating Patients With Metastatic or Unresectable Adenocarcinoma of the Urothelium or Urachal Remnant","Active, not recruiting",Phase 2,['Bladder Cancer' 'Urethral Cancer' 'Urachal Cancer'],['5-Fluorouracil (5-FU)' 'Leucovorin' 'Cisplatin' 'Gemcitabine'],['United States'],M.D. Anderson Cancer Center,M.D. Anderson Cancer Center,Global / Multi-Region,2.0,1.0,0.6
NCT00085982,Effect of Metreleptin Therapy in the Treatment of Severe Insulin Resistance,"Active, not recruiting",Phase 2,['Severe Insulin Resistance'],['Metreleptin'],['United States'],National Institute of Diabetes and Digestive and Kidney Diseases (NIDDK),National Institute of Diabetes and Digestive and Kidney Diseases (NIDDK),Global / Multi-Region,2.0,1.0,0.6
NCT00092222,Virotherapy and Natural History Study of KHSV-Associated Multricentric Castleman s Disease With Correlates of Disease Activity,"Active, not recruiting",Phase 2,['Lymphoproliferative Disorder' 'HHV-8' 'Malignancy' 'HIV'],"['Etoposide' 'Interferon-alpha' 'Rituximab' 'Zidovudine'
 'Liposomal Doxorubicin' 'Bortezomib' 'Valganciclovir' 'Doxorubicin'
 'Vincristine' 'Cyclophosphamide' 'Filgrastim (G-CSF)' 'Prednisone'
 'Sirolimus' 'Observation Only']",['United States'],National Cancer Institute (NCI),National Cancer Institute (NCI),Global / Multi-Region,2.0,1.0,0.6
NCT00095784,Decitabine in Treating Patients With Myelofibrosis,"Active, not recruiting",Phase 2,['Primary Myelofibrosis' 'Secondary Myelofibrosis'],['Decitabine' 'Laboratory Biomarker Analysis'],['United States'],National Cancer Institute (NCI),National Cancer Institute (NCI),Global / Multi-Region,2.0,1.0,0.6
NCT00107198,"Treating Young Patients With Newly Diagnosed, Low Stage, Lymphocyte Predominant Hodgkin Disease","Active, not recruiting",Phase 2,"['Ann Arbor Stage I Childhood Hodgkin Lymphoma'
 'Ann Arbor Stage II Childhood Hodgkin Lymphoma'
 'Childhood Nodular Lymphocyte Predominant B-Cell Lymphoma']","['Conventional Surgery' 'Cyclophosphamide' 'Doxorubicin Hydrochloride'
 'Prednisone' 'Radiation Therapy' 'Vincristine Sulfate']",['Australia' 'Canada' 'Israel' 'New Zealand' 'Puerto Rico' 'United States'],Children's Oncology Group,Children's Oncology Group,Global / Multi-Region,2.0,1.0,0.6
NCT00107289,"Iodine I 131 Metaiodobenzylguanidine in Treating Patients With Recurrent, Progressive, or Refractory Neuroblastoma or Malignant Pheochromocytoma or Paraganglioma",Recruiting,Phase 2,['Neuroblastoma' 'Pheochromocytoma'],['iobenguane I 131'],['United States'],Memorial Sloan Kettering Cancer Center,Memorial Sloan Kettering Cancer Center,Global / Multi-Region,2.0,1.0,0.6
NCT00110110,Combination Chemotherapy and Cyclosporine Followed by Focal Therapy for Bilateral Retinoblastoma,"Active, not recruiting",Phase 2,['Retinoblastoma'],"['filgrastim' 'Carboplatin' 'Cyclosporine' 'Etoposide'
 'vincristine sulfate' 'cryosurgery' 'laser therapy']",['Canada' 'Chile' 'India' 'Singapore'],The Hospital for Sick Children,The Hospital for Sick Children,Global / Multi-Region,2.0,1.0,0.6
NCT00165256,Wide Excision Alone As Treatment for Ductal Carcinoma in Situ of the Breast,"Active, not recruiting",Phase 2,['Ductal Carcinoma in Situ of the Breast'],['Observation'],['United States'],Dana-Farber Cancer Institute,Dana-Farber Cancer Institute,Global / Multi-Region,2.0,1.0,0.6
NCT00186992,Radiation Therapy to Treat Musculoskeletal Tumors,"Active, not recruiting",Phase 2,"[""Sarcoma, Ewing's"" 'Rhabdomyosarcoma' 'Soft Tissue Sarcoma'
 'Musculoskeletal Tumors']",['image-guided radiotherapy'],['United States'],St. Jude Children's Research Hospital,St. Jude Children's Research Hospital,Global / Multi-Region,2.0,1.0,0.6
NCT00188539,"Cervix:Hypoxia, Interstitial Fluid Pressure and GSH Levels","Active, not recruiting",Phase 2,['Cervix Neoplasms'],['Pre-treatment tumour oxygen measurements (under anesthesia)'],['Canada'],"University Health Network, Toronto","University Health Network, Toronto",Global / Multi-Region,2.0,1.0,0.6
NCT00248287,PhII ICb With/Without Erbitux in MBC Pts,"Active, not recruiting",Phase 2,['Metastatic Breast Cancer'],['Irinotecan + Carboplatin' 'irinotecan + Carboplatin + erbitux'],['United States'],US Oncology Research,US Oncology Research,Global / Multi-Region,2.0,1.0,0.6
NCT00265798,Sorafenib in Treating Patients With Malignant Gastrointestinal Stromal Tumor That Progressed During or After Previous Treatment With Imatinib Mesylate and Sunitinib Malate,"Active, not recruiting",Phase 2,['Gastrointestinal Stromal Tumor'],['Sorafenib Tosylate'],['United States'],National Cancer Institute (NCI),National Cancer Institute (NCI),Global / Multi-Region,2.0,1.0,0.6
NCT00294827,Liver Transplantation and Metastatic Colo-rectal Cancer.,"Active, not recruiting",Phase 2,['Colo-rectal Cancer'],['Liver transplantation and colo-rectal cancer'],['Norway'],Oslo University Hospital,Oslo University Hospital,Global / Multi-Region,2.0,1.0,0.6
NCT00295893,Combination Chemotherapy With or Without Trastuzumab in Treating Patients With Stage II or Stage III Breast Cancer,"Active, not recruiting",Phase 2,['Breast Cancer'],"['cyclophosphamide' 'docetaxel' 'doxorubicin hydrochloride' 'Trastuzumab'
 'Carboplatin' 'Paclitaxel']",['United States'],City of Hope Medical Center,City of Hope Medical Center,Global / Multi-Region,2.0,1.0,0.6
NCT00329043,Sunitinib Malate With Hormonal Ablation for Patients Who Will Have Prostatectomy,"Active, not recruiting",Phase 2,['Prostate Cancer'],['LHRH Agonist' 'Sunitinib Malate' 'Radical Prostatectomy'],['United States'],M.D. Anderson Cancer Center,M.D. Anderson Cancer Center,Global / Multi-Region,2.0,1.0,0.6
NCT00334815,"Combination Chemotherapy, Radiation Therapy, and Bevacizumab in Treating Patients With Newly Diagnosed Stage III Non-small Cell Lung Cancer That Cannot Be Removed by Surgery","Active, not recruiting",Phase 2,"['Lung Adenocarcinoma' 'Lung Adenosquamous Carcinoma'
 'Lung Large Cell Carcinoma' 'Lung Squamous Cell Carcinoma'
 'Minimally Invasive Lung Adenocarcinoma'
 'Stage IIIA Lung Non-Small Cell Cancer AJCC v7'
 'Stage IIIB Lung Non-Small Cell Cancer AJCC v7']","['Bevacizumab' 'Cisplatin' 'Docetaxel' 'Etoposide' 'Filgrastim'
 'Pegfilgrastim' 'Radiation Therapy']",['United States'],National Cancer Institute (NCI),National Cancer Institute (NCI),Global / Multi-Region,2.0,1.0,0.6
NCT00335816,Radiation Therapy and Fluorouracil With or Without Combination Chemotherapy Followed by Surgery in Treating Patients With Stage II or Stage III Rectal Cancer,"Active, not recruiting",Phase 2,['Colorectal Cancer'],"['fluorouracil' 'leucovorin calcium' 'oxaliplatin' 'conventional surgery'
 'radiation therapy' 'laboratory biomarker analysis' 'DNA analysis'
 'polymerase chain reaction' 'immunohistochemistry staining method']",['Canada' 'United States'],Memorial Sloan Kettering Cancer Center,Memorial Sloan Kettering Cancer Center,Global / Multi-Region,2.0,1.0,0.6
NCT00338377,Lymphodepletion Plus Adoptive Cell Transfer With or Without Dendritic Cell Immunization in Patients With Metastatic Melanoma,"Active, not recruiting",Phase 2,['Melanoma'],"['Dendritic Cell Immunization' 'Cyclophosphamide' 'Fludarabine' 'T-Cells'
 'Interleukin-2' 'Mesna' 'Intrathecal T-Cells' 'Intrathecal Interleukin-2']",['United States'],M.D. Anderson Cancer Center,M.D. Anderson Cancer Center,Global / Multi-Region,2.0,1.0,0.6
NCT00408447,Stem Cell Transplant in Sickle Cell Disease and Thalassemia,"Active, not recruiting",Phase 2,['Sickle Cell Disease' 'Beta Thalassemia'],['Busulfan' 'Fludarabine' 'Alemtuzumab' 'Allogeneic stem cell transplant'],['United States'],Columbia University,Columbia University,Global / Multi-Region,2.0,1.0,0.6
NCT00409435,A Study of Pyridostigmine in Postural Tachycardia Syndrome,Recruiting,Phase 2,['Postural Tachycardia Syndrome'],['pyridostigmine' 'Placebo'],['United States'],Mayo Clinic,Mayo Clinic,Global / Multi-Region,2.0,1.0,0.6
NCT00412594,Cladribine and Rituximab in Treating Patients With Hairy Cell Leukemia,Recruiting,Phase 2,['Hairy Cell Leukemia' 'Recurrent Hairy Cell Leukemia'],['Cladribine' 'Laboratory Biomarker Analysis' 'Rituximab'],['United States'],M.D. Anderson Cancer Center,M.D. Anderson Cancer Center,Global / Multi-Region,2.0,1.0,0.6
NCT00488072,Effects of Mirtazapine on Appetite in Advanced Cancer Patients,"Active, not recruiting",Phase 2,['Advanced Cancer' 'Anorexia' 'Weight Loss' 'Insomnia'],['Mirtazapine' 'Placebo'],['United States'],M.D. Anderson Cancer Center,M.D. Anderson Cancer Center,Global / Multi-Region,2.0,1.0,0.6
NCT00489307,Dexamethasone for Symptom Burden in Advanced Cancer Patients,"Active, not recruiting",Phase 2,['Solid Tumors'],['Dexamethasone' 'Placebo'],['United States'],M.D. Anderson Cancer Center,M.D. Anderson Cancer Center,Global / Multi-Region,2.0,1.0,0.6
NCT00492050,Bortezomib and Rituximab for Patients With Waldenstrom's Macroglobulinemia,"Active, not recruiting",Phase 2,"[""Waldenstrom's Macroglobulinemia""]",['Bortezomib' 'Rituximab' 'Valacyclovir'],['United States'],M.D. Anderson Cancer Center,M.D. Anderson Cancer Center,Global / Multi-Region,2.0,1.0,0.6
NCT00492999,Hepatic Arterial Infusion With Floxuridine and Dexamethasone Combined With Combination Chemotherapy in Treating Patients With Colorectal Cancer That Has Spread to the Liver,"Active, not recruiting",Phase 2,['Colorectal Cancer' 'Metastatic Cancer'],"['dexamethasone' 'floxuridine' 'fluorouracil' 'irinotecan hydrochloride'
 'leucovorin calcium' 'oxaliplatin']",['United States'],Memorial Sloan Kettering Cancer Center,Memorial Sloan Kettering Cancer Center,Global / Multi-Region,2.0,1.0,0.6
NCT00494182,Sorafenib in Combination With Carboplatin and Paclitaxel in Treating Participants With Metastatic or Recurrent Head and Neck Squamous Cell Cancer,"Active, not recruiting",Phase 2,"['Metastatic Head and Neck Squamous Cell Carcinoma'
 'Metastatic Squamous Cell Carcinoma of the Hypopharynx'
 'Metastatic Squamous Cell Carcinoma of the Larynx'
 'Metastatic Squamous Cell Carcinoma of the Oral Cavity'
 'Metastatic Squamous Cell Carcinoma of the Oropharynx'
 'Recurrent Head and Neck Squamous Cell Carcinoma'
 'Recurrent Hypopharyngeal Squamous Cell Carcinoma'
 'Recurrent Laryngeal Squamous Cell Carcinoma'
 'Recurrent Oral Cavity Squamous Cell Carcinoma'
 'Recurrent Oropharyngeal Squamous Cell Carcinoma']",['Carboplatin' 'Paclitaxel' 'Sorafenib'],['United States'],M.D. Anderson Cancer Center,M.D. Anderson Cancer Center,Global / Multi-Region,2.0,1.0,0.6
NCT00496119,Proton Beam Therapy for Chordoma Patients,"Active, not recruiting",Phase 2,['Chordoma'],['Proton Beam Therapy' 'Photon Beam Therapy'],['United States'],M.D. Anderson Cancer Center,M.D. Anderson Cancer Center,Global / Multi-Region,2.0,1.0,0.6
NCT00496522,Proton Beam Therapy for Chondrosarcoma,"Active, not recruiting",Phase 2,['Chondrosarcoma'],['Proton Beam Therapy'],['United States'],M.D. Anderson Cancer Center,M.D. Anderson Cancer Center,Global / Multi-Region,2.0,1.0,0.6
NCT00496795,Predictors for Response to Dose-dense Docetaxel and Epirubicin Breast Cancer,"Active, not recruiting",Phase 2,['Stage III Breast Cancer AJCC V7'],['epirubicin/docetaxel sequential'],['Norway'],University of Bergen,University of Bergen,Global / Multi-Region,2.0,1.0,0.6
NCT00501826,Combination Chemotherapy and Nelarabine in Treating Patients With T-cell Acute Lymphoblastic Leukemia or Lymphoblastic Lymphoma,Recruiting,Phase 2,['T Acute Lymphoblastic Leukemia' 'T Lymphoblastic Lymphoma'],"['Cyclophosphamide' 'Cytarabine' 'Dexamethasone'
 'Doxorubicin Hydrochloride' 'Mercaptopurine' 'Methotrexate' 'Nelarabine'
 'Pegaspargase' 'Prednisone' 'Venetoclax' 'Vincristine Sulfate']",['United States'],M.D. Anderson Cancer Center,M.D. Anderson Cancer Center,Global / Multi-Region,2.0,1.0,0.6
NCT00525720,Brachytherapy for Prostatic Carcinoma Patients,"Active, not recruiting",Phase 2,['Prostate Cancer'],['Brachytherapy' 'Questionnaire'],['United States'],M.D. Anderson Cancer Center,M.D. Anderson Cancer Center,Global / Multi-Region,2.0,1.0,0.6
NCT00534430,"Busulfan, Etoposide, and Total-Body Irradiation in Treating Patients Undergoing Donor Stem Cell or Bone Marrow Transplant for Advanced Hematologic Cancer","Active, not recruiting",Phase 2,['Leukemia' 'Myelodysplastic Syndromes'],"['busulfan' 'cyclosporine' 'etoposide' 'mycophenolate mofetil'
 'allogeneic bone marrow transplantation'
 'allogeneic hematopoietic stem cell transplantation'
 'peripheral blood stem cell transplantation' 'total-body irradiation']",[],City of Hope Medical Center,City of Hope Medical Center,Global / Multi-Region,2.0,1.0,0.6
NCT00534469,Auto BMT for Non-M3 AML in 1st Remission in Pts </=60y of Age Using Busulfan/FTBI & VP16 as a Prep R,"Active, not recruiting",Phase 2,['Leukemia'],"['aldesleukin' 'filgrastim' 'busulfan' 'cytarabine' 'etoposide'
 'idarubicin' 'autologous hematopoietic stem cell transplantation'
 'bone marrow transplantation'
 'peripheral blood stem cell transplantation' 'total-body irradiation']",[],City of Hope Medical Center,City of Hope Medical Center,Global / Multi-Region,2.0,1.0,0.6
NCT00539591,Phase II Study Incorporating Pegylated Interferon In the Treatment For Children With High-Risk Melanoma,"Active, not recruiting",Phase 2,['Malignant Melanoma'],['Peginterferon alfa-2b' 'Temozolomide' 'Recombinant interferon alfa-2b'],['United States'],St. Jude Children's Research Hospital,St. Jude Children's Research Hospital,Global / Multi-Region,2.0,1.0,0.6
NCT00544115,Donor Peripheral Stem Cell Transplant in Treating Patients With Advanced Hematologic Cancer or Other Disorders,"Active, not recruiting",Phase 2,"['Chronic Myeloproliferative Disorders' 'Graft Versus Host Disease'
 'Leukemia' 'Lymphoma' 'Multiple Myeloma and Plasma Cell Neoplasm'
 'Myelodysplastic Syndromes' 'Myelodysplastic/Myeloproliferative Diseases'
 'Precancerous/Nonmalignant Condition']","['busulfan' 'cyclophosphamide' 'cyclosporine' 'etoposide'
 'fludarabine phosphate' 'melphalan' 'methotrexate'
 'mycophenolate mofetil' 'sirolimus' 'tacrolimus'
 'allogeneic hematopoietic stem cell transplantation'
 'peripheral blood stem cell transplantation' 'total-body irradiation']",[],City of Hope Medical Center,City of Hope Medical Center,Global / Multi-Region,2.0,1.0,0.6
NCT00544830,Hormone Therapy and Intensity-Modulated Radiation Therapy in Treating Patients With Metastatic Prostate Cancer,"Active, not recruiting",Phase 2,['PSA Level Greater Than Two' 'Stage IV Prostate Adenocarcinoma AJCC v7'],"['Bicalutamide' 'Goserelin Acetate'
 'Intensity-Modulated Radiation Therapy' 'Laboratory Biomarker Analysis'
 'Leuprolide Acetate']",['United States'],City of Hope Medical Center,City of Hope Medical Center,Global / Multi-Region,2.0,1.0,0.6
NCT00553618,"Adjuvant, Combined Interleukin 2 (Proleukin) and DTIC (Dacarbazine) in High-risk Melanoma Patients","Active, not recruiting",Phase 2,['Metastatic Melanoma'],['Proleukin and Dacarbazine'],['United States'],University of Louisville,University of Louisville,Global / Multi-Region,2.0,1.0,0.6
NCT00572481,Axillary Reverse Mapping,"Active, not recruiting",Phase 2,['Cancer of the Breast'],['Axillary Reverse Mapping'],['United States'],University of Arkansas,University of Arkansas,Global / Multi-Region,2.0,1.0,0.6
NCT00585507,Efficacy and Safety of 500mg of Fulvestrant,"Active, not recruiting",Phase 2,['Breast Cancer'],['Fulvestrant'],['United States'],Beth Israel Deaconess Medical Center,Beth Israel Deaconess Medical Center,Global / Multi-Region,2.0,1.0,0.6
NCT00593840,Phase II Trial Evaluating Elimination of Radiation Therapy,"Active, not recruiting",Phase 2,['Cancer of the Larynx'],['Intensity modulated radiation therapy'],['United States'],Washington University School of Medicine,Washington University School of Medicine,Global / Multi-Region,2.0,1.0,0.6
NCT00602667,"Risk-Adapted Therapy for Young Children With Embryonal Brain Tumors, Choroid Plexus Carcinoma, High Grade Glioma or Ependymoma","Active, not recruiting",Phase 2,['Brain and Central Nervous System Tumors'],"['Induction Chemotherapy' 'Low-Risk Therapy' 'High-Risk Therapy'
 'Intermediate-Risk Therapy']",['Australia' 'United States'],St. Jude Children's Research Hospital,St. Jude Children's Research Hospital,Global / Multi-Region,2.0,1.0,0.6
NCT00603330,Mesenchymal Stem Cell Infusion as Treatment for Steroid-Resistant Acute Graft Versus Host Disease (GVHD) or Poor Graft Function,Recruiting,Phase 2,"['Graft-versus-host Disease' 'Poor Graft Function'
 'Low Donor T-cell Chimerism']",['Mesenchymal stem cells'],['Belgium' 'Netherlands'],University of Liege,University of Liege,Global / Multi-Region,2.0,1.0,0.6
NCT00609791,Paclitaxel Albumin-Stabilized Nanoparticle Formulation in Treating Patients of Different Ages With Metastatic Breast Cancer,"Active, not recruiting",Phase 2,['Breast Cancer'],"['paclitaxel albumin-stabilized nanoparticle formulation'
 'pharmacological study' 'physiologic testing'
 'questionnaire administration'
 'study of socioeconomic and demographic variables' 'cognitive assessment'
 'psychosocial assessment and care']",['United States'],City of Hope Medical Center,City of Hope Medical Center,Global / Multi-Region,2.0,1.0,0.6
NCT00616967,Carboplatin and Nab-Paclitaxel With or Without Vorinostat in Treating Women With Newly Diagnosed Operable Breast Cancer,"Active, not recruiting",Phase 2,['Breast Cancer'],"['carboplatin' 'paclitaxel albumin-stabilized nanoparticle formulation'
 'vorinostat' 'placebo']",['United States'],Sidney Kimmel Comprehensive Cancer Center at Johns Hopkins,Sidney Kimmel Comprehensive Cancer Center at Johns Hopkins,Global / Multi-Region,2.0,1.0,0.6
NCT00618553,Effect of Pulmonary Rehabilitation on Surgical Outcomes in the Cancer Setting,"Active, not recruiting",Phase 2,['Lung Cancer'],['Questionnaire' 'Pulmonary Rehabilitation'],['United States'],M.D. Anderson Cancer Center,M.D. Anderson Cancer Center,Global / Multi-Region,2.0,1.0,0.6
NCT00658814,Azacitidine and Gemtuzumab Ozogamicin in Treating Older Patients With Previously Untreated Acute Myeloid Leukemia,"Active, not recruiting",Phase 2,"['Acute Myeloid Leukemia' 'Adult Acute Megakaryoblastic Leukemia'
 'Adult Acute Monoblastic Leukemia' 'Adult Acute Monocytic Leukemia'
 'Adult Acute Myeloid Leukemia With Inv(16)(p13.1q22); CBFB-MYH11'
 'Adult Acute Myeloid Leukemia With Maturation'
 'Adult Acute Myeloid Leukemia With t(16;16)(p13.1;q22); CBFB-MYH11'
 'Adult Acute Myeloid Leukemia With t(8;21); (q22; q22.1); RUNX1-RUNX1T1'
 'Adult Acute Myeloid Leukemia With t(9;11)(p21.3;q23.3); MLLT3-KMT2A'
 'Adult Acute Myeloid Leukemia Without Maturation'
 'Adult Acute Myelomonocytic Leukemia' 'Adult Erythroleukemia'
 'Adult Pure Erythroid Leukemia' 'Secondary Acute Myeloid Leukemia']",['Azacitidine' 'Gemtuzumab Ozogamicin'],['United States'],National Cancer Institute (NCI),National Cancer Institute (NCI),Global / Multi-Region,2.0,1.0,0.6
NCT00695214,Drug-Induced Sleep Endoscopy for Upper Airway Evaluation in Obstructive Sleep Apnea,Recruiting,Phase 2,"['Sleep Apnea, Obstructive']",['Propofol sedation'],['United States'],"University of California, Los Angeles","University of California, Los Angeles",Global / Multi-Region,2.0,1.0,0.6
NCT00707473,"Docetaxel, Cisplatin and Fluorouracil in Treating Patients With Previously Untreated Stage II-IV Nasal Cavity and Paranasal Sinus Cancer","Active, not recruiting",Phase 2,"['Locally Advanced Nasal Cavity and Paranasal Sinus Squamous Cell Carcinoma'
 'Nasal Cavity and Paranasal Sinus Poorly Differentiated Carcinoma'
 'Sinonasal Undifferentiated Carcinoma'
 'Stage II Nasal Cavity and Paranasal Sinus Cancer AJCC v8'
 'Stage III Nasal Cavity and Paranasal Sinus Cancer AJCC v8'
 'Stage IVA Nasal Cavity and Paranasal Sinus Cancer AJCC v8'
 'Stage IVB Nasal Cavity and Paranasal Sinus Cancer AJCC v8']","['Carboplatin' 'Chemoradiotherapy' 'Cisplatin'
 'Definitive Surgical Resection' 'Docetaxel' 'Fluorouracil'
 'Quality-of-Life Assessment' 'Radiation Therapy']",['United States'],M.D. Anderson Cancer Center,M.D. Anderson Cancer Center,Global / Multi-Region,2.0,1.0,0.6
NCT00715442,Pre-Surgical Sutent in Renal Cell Carcinoma (RCC),"Active, not recruiting",Phase 2,['Renal Cell Carcinoma'],['Sunitinib' 'Nephrectomy'],['United States'],M.D. Anderson Cancer Center,M.D. Anderson Cancer Center,Global / Multi-Region,2.0,1.0,0.6
NCT00715611,Pleurectomy/Decortication (Neo) Adjuvant Chemotherapy and Intensity Modulated Radiation Therapy to the Pleura in Patients With Locally Advanced Malignant Pleural Mesothelioma,"Active, not recruiting",Phase 2,['Mesothelioma'],"['Pleurectomy/Decortication' 'pemetrexed and cisplatin or carboplatin'
 'Intensity Modulated Radiation Therapy']",['United States'],Memorial Sloan Kettering Cancer Center,Memorial Sloan Kettering Cancer Center,Global / Multi-Region,2.0,1.0,0.6
NCT00716066,Autologous Stem Cell Transplant for Neurologic Autoimmune Diseases,"Active, not recruiting",Phase 2,"['Autoimmune Disease' 'Neurologic Autoimmune Disease'
 'Autologous Transplant Autoimmune' 'Multiple Sclerosis Transplant'
 'MS Stem Cell Transplant' 'Multiple Sclerosis Stem Cell Transplant'
 'Stiff Person Syndrome' 'HCT for Neurologic Autoimmune Disorders'
 'CIDP Transplant' 'Myasthenia Gravis Transplant'
 'Autoimmune Nervous System Disorder' 'Central Nervous System Vasculitis'
 'Cerebellar Degeneration'
 'Chronic Inflammatory Demyelinating Polyneuropathy'
 'Lambert Eaton Myasthenic Syndrome' 'Myasthenia Gravis'
 'Neuromyelitis Optica' 'Opsoclonus Myoclonus Syndrome'
 'Rasmussen Subacute Encephalitis']","['Anti-Thymocyte Globulin'
 'Autologous Hematopoietic Stem Cell Transplantation' 'Carmustine'
 'Cytarabine' 'Etoposide' 'Laboratory Biomarker Analysis' 'Melphalan'
 'Peripheral Blood Stem Cell Transplantation' 'Prednisone'
 'Syngeneic Bone Marrow Transplantation']",['United States'],Fred Hutchinson Cancer Center,Fred Hutchinson Cancer Center,Global / Multi-Region,2.0,1.0,0.6
NCT00739362,Effects of Brain Stimulation on Food Intake and Behavioral Weight Loss Treatment,Recruiting,Phase 2,['Electric Stimulation Therapy' 'Obesity' 'Weight Loss' 'Eating'],['Transcranial Direct Current Stimulation (TDCS)' 'Sham/no-stimulation'],['United States'],National Institute of Diabetes and Digestive and Kidney Diseases (NIDDK),National Institute of Diabetes and Digestive and Kidney Diseases (NIDDK),Global / Multi-Region,2.0,1.0,0.6
NCT00756639,Prophylactic Cranial Irradiation (PCI) for Small Cell Carcinoma of the Urothelium,"Active, not recruiting",Phase 2,['Bladder Cancer'],['Prophylactic Cranial Irradiation (PCI)' 'Brain X-ray'],['United States'],M.D. Anderson Cancer Center,M.D. Anderson Cancer Center,Global / Multi-Region,2.0,1.0,0.6
NCT00761618,Intrapleural Catheter Daily Versus Three Times a Week Drainage,"Active, not recruiting",Phase 2,['Advanced Cancer' 'Pleural Effusion'],['Intrapleural catheter (IPC) drained' 'IPC Placement' 'Chest X-Ray'],['United States'],M.D. Anderson Cancer Center,M.D. Anderson Cancer Center,Global / Multi-Region,2.0,1.0,0.6
NCT00775476,Treatment of Systemic Lupus Erythematosus (SLE) With N-acetylcysteine,Recruiting,Phase 2,['Systemic Lupus Erythematosus'],['N-acetylcysteine' 'Placebo'],['United States'],State University of New York - Upstate Medical University,State University of New York - Upstate Medical University,Global / Multi-Region,2.0,1.0,0.6
